niche,env_var,season,mu_beta_mean,mu_beta_median,mu_beta_std,mu_beta_q025,mu_beta_q975,mu_alpha_mean,mu_alpha_median,mu_alpha_std,mu_alpha_q025,mu_alpha_q975,beta_lat_mean,beta_lat_median,beta_lat_std,beta_lat_q025,beta_lat_q975,beta_year_mean,beta_year_median,beta_year_std,beta_year_q025,beta_year_q975
Trophic_Niche_Frugivore,tmax,spring,0.9170197526370856,0.9171755298517228,0.026506995161373323,0.8640085630389825,0.9689748627107202,0.238220402739382,0.23803630121683578,0.2053604946851842,-0.1707312413923035,0.6358280969544583,-0.0035871814627098085,-0.003592512425752355,0.0007527086245036203,-0.00505286618708786,-0.002097928969329004,-0.01122933467216836,-0.011217337330303803,0.007994109002840921,-0.02694946779602049,0.005016687448863623
Trophic_Niche_Frugivore,tmean,spring,0.9087512107046529,0.9090426868577584,0.027331406802933746,0.8552135026468547,0.9631423511865951,0.4230590970490328,0.423709898156462,0.20782769950969868,0.020662941067716677,0.8280623901971416,-0.003158364766559744,-0.0031626767787744786,0.0007595682910168405,-0.004646417353769114,-0.0016692503805070579,-0.011268536516333253,-0.011192142947743343,0.008124300866064717,-0.027688762824250673,0.004732744738176589
Trophic_Niche_Frugivore,tmin,spring,0.922203697462042,0.9225618791415405,0.024561488017478383,0.8729303465527342,0.9701600239974475,0.7662653356080044,0.7684257664675188,0.20154550342511016,0.36818166278497366,1.1523463691086309,-0.002596759452211713,-0.0025967961394566747,0.0006609809799280463,-0.0038994023886837394,-0.0013067781924912501,-0.006965953786628702,-0.006871996769773363,0.0072452117138444745,-0.021407812612110718,0.007370251334576745
Trophic_Niche_Granivore,delta_NDVI,spring,0.6311334769167186,0.631255930634683,0.014654282690291676,0.6018045532699516,0.6596746698744654,-0.3233240376612491,-0.3237283208484835,0.1772100275769129,-0.6696887355060206,0.028440737894432154,-0.0034533642112555547,-0.0034567851570579413,0.0007114666621881721,-0.004834165284675754,-0.0020540119480682594,-0.0183253718229031,-0.0182908930060145,0.003844647727582812,-0.0259234135632891,-0.010815420225262572
Trophic_Niche_Granivore,mean_NDVI,spring,0.5901597706737933,0.5902342612944036,0.019688993500028507,0.5511389401979313,0.6288224376296057,-0.5166666034578087,-0.5132577489804806,0.1897232020846551,-0.8893710122860536,-0.14806431958081268,-0.0028127194896702475,-0.0028188601156685063,0.0007838508542584659,-0.004349139843417432,-0.0012979438970288143,-0.009211400295383346,-0.009301254320289352,0.005462470808316312,-0.019855944768007908,0.0019431324671336076
Trophic_Niche_Granivore,tmax,spring,0.8456053249052856,0.8459448772572815,0.024092809439174148,0.7968065826709904,0.8925346703677557,0.3705347832117926,0.3706771317780183,0.1809793605723455,0.010363470366373067,0.7333206047557239,-0.005886060138430553,-0.005879755505802935,0.0008143903100406867,-0.007493987838190718,-0.00427305576113699,-0.010539815506314408,-0.010582858773979336,0.006990936815365506,-0.02448738860462269,0.0034181553016583645
Trophic_Niche_Granivore,tmean,spring,0.8545614646808642,0.8545781773612859,0.021226860412804496,0.8124174026136968,0.897056474579546,0.4631583755805905,0.45940091299723396,0.18113792216395988,0.11428691180446951,0.8161253636700166,-0.004858262635870307,-0.004856621112125112,0.000784514446459955,-0.006370425638163592,-0.003320530842984817,-0.01678473620664776,-0.016891265363163318,0.0061849047677534725,-0.028916661434803686,-0.0043166884290210625
Trophic_Niche_Granivore,tmin,spring,0.876978259171795,0.8772547236761277,0.017503035717602984,0.8412869084413072,0.9112132046735809,0.7486092974459571,0.7468716332128587,0.17378855003090937,0.4144137602992119,1.0859202657432707,-0.004460554378163511,-0.004455769820883729,0.0006914270621839687,-0.005820799338428109,-0.003086866277321786,-0.012388568713950743,-0.012385522112676947,0.004815846448253014,-0.022091231750522716,-0.0026323572010324616
Trophic_Niche_Herbivore_aquatic,delta_NDVI,spring,0.5432602429653638,0.5436804688594732,0.04033880879500748,0.4618834010066627,0.6230742791201899,0.5265249138074146,0.5285492236875646,0.13965581668521235,0.2515513538213089,0.7956241960922805,-0.0026583393195315536,-0.0026752023608297123,0.0007490848248201708,-0.004086810082559514,-0.0011478135804546253,-0.00550858607425497,-0.005292368898244788,0.012309850637487981,-0.03002128143295656,0.01800020201714101
Trophic_Niche_Herbivore_aquatic,mean_NDVI,spring,0.5096023309785457,0.5102087321667671,0.045927962689720735,0.41837852572788714,0.5998521427285483,0.11422599245171983,0.11220138146733746,0.14286146125600618,-0.16301899270954223,0.3961028657902877,-0.003548543711586438,-0.00355754488648317,0.0008334517643187896,-0.005172699865670395,-0.0018801424686640995,0.00025250058357797795,0.0003477548992552288,0.013722073873881935,-0.0272172843622502,0.026740442217506044
Trophic_Niche_Herbivore_aquatic,tmax,spring,0.7344894397845768,0.734443970763354,0.046768363810633616,0.6401129843226698,0.8288247741349999,0.6889978303488463,0.6891237436881501,0.1422395728223426,0.41434541473358494,0.9674623217729583,-0.005369952536456912,-0.005362962080639164,0.0007929178535517802,-0.00690699118996014,-0.0038302546703898317,-0.007795352360017872,-0.007813651850529972,0.014221174463602307,-0.03554649202065411,0.02107952883328459
Trophic_Niche_Herbivore_aquatic,tmean,spring,0.7247526909509027,0.7251393626433098,0.04631860114544239,0.6322346928660101,0.8149856322624338,0.7065058310541005,0.7067027726082182,0.1414470422979966,0.4259582657562847,0.9801815132403281,-0.004941490710361837,-0.004943534274451968,0.00077920382937251,-0.006451344370082682,-0.003423478381487818,-0.00847670461760379,-0.008435359409582921,0.014247025270054392,-0.03642936677255326,0.019892987583066415
Trophic_Niche_Herbivore_aquatic,tmin,spring,0.7446979496467243,0.745361495688385,0.04314264135702504,0.6594631392388138,0.8275061284688874,0.7477010804839659,0.7495266942660397,0.14235833244184332,0.46745850853212156,1.0200165594912876,-0.0046149163469908945,-0.004616385802664458,0.0007543009806360018,-0.006074070838120366,-0.0031446862430346773,-0.008483916874100132,-0.008730763006692017,0.013492789203990642,-0.03537295360634711,0.01895596063222539
Trophic_Niche_Herbivore_terrestrial,tmax,spring,0.7494898062061691,0.7493897379912113,0.03249903975619556,0.6857628224178424,0.8141021820829897,0.79652050397824,0.7955031533363464,0.13668582262858273,0.5246355220534918,1.0665502135094633,-0.005332462166016367,-0.00534258995317854,0.0006788288790692004,-0.006659681734077385,-0.00401507143717828,0.0013964548236588756,0.0012953763514373005,0.009757419546435055,-0.01780022236756934,0.021167793017132185
Trophic_Niche_Herbivore_terrestrial,tmean,spring,0.7489475321563566,0.7489123671363096,0.034472832865655625,0.68208965938357,0.8171736027472165,0.8464897545868701,0.8462201609963553,0.14124064110521528,0.5781328784884325,1.1231202741965227,-0.004647989316944951,-0.00464503825886152,0.0006988341485498205,-0.006000310020652446,-0.0032761192111833456,-0.00018556512536876808,-0.0002011737491286378,0.010165142390047687,-0.02019512134520036,0.02018277406214015
Trophic_Niche_Herbivore_terrestrial,tmin,spring,0.7792973654307038,0.7789116294986402,0.035116380423225534,0.7110252296642732,0.8501169849481548,0.8249100601736491,0.8265231030628422,0.1378810222224316,0.5480520950778455,1.095018912766649,-0.004741643960918399,-0.004743805523224367,0.0006566269362309837,-0.00601086841678692,-0.003442208271012773,-0.002580300683745628,-0.002512209033152871,0.01031056584453183,-0.02297985206550821,0.018376476077275692
Trophic_Niche_Invertivore,delta_NDVI,spring,0.524203651094371,0.5243203981358249,0.029057195797935996,0.46566078196590477,0.5820949911257437,0.8686592227125168,0.8681783873772981,0.11520337562600554,0.6431577124465059,1.0957650136133108,-0.004281785881851579,-0.004268116542989103,0.0007626233611958058,-0.005809444953122627,-0.002816138748518969,-0.015878008634662363,-0.016020025831896788,0.00849652373431303,-0.03220443950505635,0.001391806913258203
Trophic_Niche_Invertivore,mean_NDVI,spring,0.4760167666880219,0.4762906603277033,0.02074327255739098,0.4344003395825147,0.5165225149300318,0.9042100110069978,0.9050097055329148,0.1149366298748184,0.6751241521875854,1.1251100968275596,-0.0037899216849130164,-0.003800130099864736,0.0008124402161466064,-0.005365640635160948,-0.002152113447168984,-0.004078243486811472,-0.004069909371929665,0.005752948192161794,-0.015463457177770647,0.007594268122952584
Trophic_Niche_Invertivore,tmax,spring,0.7427821533958424,0.7429954634411636,0.034119674408842116,0.675702257895053,0.8108058865572314,1.4055896497215763,1.406317669978085,0.11146509026528413,1.1894401158829049,1.624031300224638,-0.007576923859881406,-0.007572643402350183,0.0008611510613051256,-0.009272848578284167,-0.005897955011355007,-0.006387007804928007,-0.0065398305058189665,0.010580308319807904,-0.026967761080008933,0.014614379124640418
Trophic_Niche_Invertivore,tmean,spring,0.7247647752321293,0.7249102222410643,0.03388510941233127,0.6561541131742605,0.7915696974945657,1.3934869821754214,1.39257661281909,0.11049572890134059,1.180365864675466,1.6070590498390875,-0.00751982678272916,-0.007523037051446196,0.0008597523822953672,-0.009202754289632471,-0.005865529458877506,-0.006443128086534468,-0.006424212093731091,0.010064686047606422,-0.02658329072706478,0.01385047724732492
Trophic_Niche_Invertivore,tmin,spring,0.738165305453065,0.7381340934294687,0.032740960640864694,0.6724606523139891,0.802753611925424,1.37004169183959,1.3707878911921791,0.11030844438728551,1.154795454975222,1.5873210993807771,-0.007553063843889165,-0.007549042714545399,0.000808205129010442,-0.009172266379640253,-0.005987211402202851,-0.005103489873881524,-0.005218349333330964,0.010027768978359311,-0.024782699745383073,0.015031434324104689
Trophic_Niche_Nectarivore,delta_NDVI,spring,0.6123542206908846,0.6121864998771402,0.026581720375362935,0.559405757704744,0.6654705924018284,0.5058432181169021,0.5068428999016696,0.17021279800734868,0.1712371808430761,0.8392773308557491,0.00029684773575595544,0.0003048547812330262,0.0008047398962465579,-0.001336804055795397,0.001852750325458209,-0.010958954678618522,-0.010933070951414221,0.0076890078474784705,-0.026623759716551242,0.0037055133766781692
Trophic_Niche_Nectarivore,mean_NDVI,spring,0.5951948253617727,0.5953974902972768,0.03159448798943732,0.5333427350851456,0.6580866557726545,-0.0347596040816903,-0.03225927858333377,0.1712815108728537,-0.37456322487617255,0.30086767740664266,0.0006197825668278621,0.0006168024591162287,0.0009213441898713738,-0.0012085271161090087,0.0024380169957335853,-0.0051455393810564305,-0.004901998454296437,0.009100767127295139,-0.02389973914938654,0.012595369084261291
Trophic_Niche_Nectarivore,tmean,spring,0.806083331883024,0.806220969634545,0.03534267558707132,0.7345660411823697,0.8758890617231345,0.504731910959581,0.5035261280207934,0.16914665092252842,0.1718339851848349,0.8343748434737343,-0.0027258836967561893,-0.0027311006009087,0.0009136938656006927,-0.004505832483113999,-0.0009485805248069119,-0.0038014395070299295,-0.0037417317942184843,0.010482196487782789,-0.02455444375096808,0.017076747079714488
Trophic_Niche_Nectarivore,tmin,spring,0.8233947334974061,0.8237788600010795,0.03282841985962493,0.7581161590291124,0.8884454608736954,0.6029393663283981,0.6015171635598349,0.16945127888387276,0.2750917316096733,0.9326287855906145,-0.002504654451159809,-0.0025009829713674454,0.000819856060297461,-0.004120188599284681,-0.0008993455052096778,-0.002017186344553241,-0.0019332240109234422,0.009690098401689357,-0.021401325737176537,0.017001808750332983
Trophic_Niche_Omnivore,delta_NDVI,spring,0.587280583102296,0.5878466427259503,0.024026763652692622,0.538834813369972,0.6347234818667528,0.05968516936503366,0.05820203011620706,0.1523704041499588,-0.238226763454359,0.3611929261010889,-0.002068837539689095,-0.0020722224187152746,0.0006772336173058022,-0.0034069845856725925,-0.000743435424697101,-0.0264078642018956,-0.026474869238135995,0.007119535988986817,-0.04035659139056982,-0.01213533919877142
Trophic_Niche_Omnivore,mean_NDVI,spring,0.540550050215144,0.5407396469578136,0.021375449338446633,0.4964558595730063,0.5822408820356213,-0.09973314744243404,-0.09747763904070461,0.15222153467701638,-0.3991992811746536,0.19610533344806963,-0.0021427440434982907,-0.002144851874324407,0.0006965524379779598,-0.003496197424399329,-0.000764169958588125,-0.019259186921277874,-0.019270635950242705,0.006235088328500125,-0.03168314933405923,-0.006706932597278903
Trophic_Niche_Omnivore,tmax,spring,0.8561075202559745,0.8564892020839184,0.01941387994930089,0.8157477609585654,0.8940670600313814,1.1742383164356565,1.1732019403106024,0.14383969766338217,0.8926018092522529,1.4557500240498022,-0.004093070440579308,-0.004097450386293507,0.0007060044662295698,-0.00547322899537254,-0.002680022968410999,-0.024590156098994505,-0.024550997631265697,0.005500633630697315,-0.03572504995155669,-0.013787706407465818
Trophic_Niche_Omnivore,tmean,spring,0.8482318994843897,0.8485702857049355,0.01955194984691938,0.808590140201904,0.886342580125695,1.2268755690774278,1.2287867444806926,0.14573248638948205,0.9371288357401057,1.5100248899624287,-0.0035728588453933724,-0.0035699152524409005,0.0006887218548586164,-0.004925083992367128,-0.002244166008659446,-0.027814878333314356,-0.027755489159339244,0.005764171843982683,-0.03969865107870142,-0.01642900502585597
Trophic_Niche_Omnivore,tmin,spring,0.8670312605367111,0.8674984554293326,0.01599801642071702,0.8341799205013333,0.8971944771143482,1.312664426592139,1.3140561025130175,0.1430941992331453,1.0316014990077336,1.5967005076324812,-0.0032567771863164763,-0.0032588655485492448,0.0006205408616091346,-0.004474075342982316,-0.0020553404153631836,-0.02543313259148223,-0.025461720775014608,0.004352806406500648,-0.03403612714677506,-0.016772807725940996
Trophic_Niche_Scavenger,delta_NDVI,spring,0.5889750671821905,0.5889563289859473,0.02250966093638617,0.5439887262629977,0.6325803649920827,-0.37965430222992674,-0.3826756809606005,0.1728490009974084,-0.7228532997914418,-0.04264836816476344,-0.00024290000344927412,-0.00023479785027500548,0.0007837387076815408,-0.0017841349616120746,0.0013234819674464468,-0.021403257822953256,-0.021399404496659117,0.006533448463062597,-0.03475061795364325,-0.008582510018652671
Trophic_Niche_Scavenger,mean_NDVI,spring,0.5400875753956427,0.5401701807804205,0.030257343537344626,0.48005238258950184,0.5996981482192528,-0.9334740117872873,-0.9341722355408548,0.18298812490314081,-1.295907438343855,-0.5719902240151671,0.0016759576131204711,0.0016700061982134935,0.0008849491359156426,-7.189398766288317e-05,0.0034016777565141175,-0.01833073816937457,-0.01843615452074711,0.009003014642879762,-0.036223626231358275,-0.0005043802069285465
Trophic_Niche_Scavenger,tmax,spring,0.7688121384732246,0.7688138420902036,0.03288039248488322,0.7020538967347516,0.8327330095043213,-0.10818872610483855,-0.11095982949939369,0.1739196243224705,-0.44318085628084236,0.235220392261872,-0.003645662289093602,-0.003652793167393518,0.0008751365976509657,-0.005329564949042768,-0.0018965820341650726,-0.015916278159935248,-0.015915444486440986,0.010036006786235755,-0.03573901626496976,0.004015277852373829
Trophic_Niche_Scavenger,tmean,spring,0.7634756817528997,0.7637633537538651,0.03213376708030462,0.6996098623120839,0.8271735134583624,-0.0718293373099797,-0.06987296262571288,0.17181479675440445,-0.4168512871612816,0.26536841927442545,-0.0030120802060157673,-0.003016597227420249,0.0008974186724889936,-0.0047523483714618266,-0.0012603561265848338,-0.018571937193936752,-0.01864087974444579,0.009891695339387217,-0.0376536019404547,0.0010840089884992165
Trophic_Niche_Scavenger,tmin,spring,0.7841996949791412,0.7847519876954698,0.03279222261142489,0.717122189858917,0.8476127243703316,0.09706714321550602,0.09856782058685011,0.17027716619809238,-0.2456621767808732,0.42368340241959274,-0.0026606394198771884,-0.0026681111924442766,0.0008236886680782242,-0.004256917027304871,-0.001026853804397085,-0.015934972232139362,-0.016052539782814974,0.0098715773491234,-0.03508007763379471,0.0041822201098879784
Trophic_Niche_Vertivore,delta_NDVI,spring,0.598225572123045,0.5982521572494868,0.03105933505215383,0.5358479389824267,0.6590705023889093,0.03291413696979838,0.03180023570105875,0.15002381888254285,-0.26503915698532754,0.32174259940081246,-0.0009721148192802794,-0.0009679430437501029,0.0007369012341216534,-0.0024061616734784774,0.0004553419864934416,-0.019202274748684283,-0.019231706866378928,0.009612805457162104,-0.038321659580983526,-4.60993916071022e-06
Trophic_Niche_Vertivore,mean_NDVI,spring,0.5078067906223831,0.5079345903219014,0.031335234519057675,0.4447835792426954,0.570043231109144,-0.13209641096577404,-0.1301588544231017,0.1590422732667714,-0.44154081573945714,0.18008233319930383,-0.0006810231579317008,-0.0006835163205025712,0.0007506382991553809,-0.0021664494187902668,0.0007956119194802973,-0.005542617383394369,-0.005652161838930473,0.009254439809511647,-0.024299495082957253,0.013002602175761498
Trophic_Niche_Vertivore,tmax,spring,0.7940107006459286,0.7941647313125839,0.029221699839919322,0.7347742228826633,0.8524116282692041,0.9136731556885176,0.911869822122364,0.15076022444703807,0.6188140203055028,1.2122886040571281,-0.003895820583967742,-0.003892923062361573,0.0007187616820771006,-0.005284975678237053,-0.002484540615967847,-0.017847628589091752,-0.017839915673002336,0.008749323817004273,-0.03497065269831412,-0.0001991469334488132
Trophic_Niche_Vertivore,tmean,spring,0.7929555336539128,0.7926717364233484,0.03069858712560433,0.732987763637211,0.8548859593851652,0.9095995840660082,0.9088427095473106,0.1501297962995105,0.6148579758598272,1.2012067969409856,-0.003614190296754398,-0.0036070484758803888,0.0007209113281935412,-0.005039844949209653,-0.0022399623764774415,-0.017241794867647087,-0.017219661797007166,0.00913675935154349,-0.03542007524840292,0.001075170099602492
Trophic_Niche_Vertivore,tmin,spring,0.8156738595113918,0.8161429198179857,0.03170676528010663,0.7528266360742604,0.8770107971690231,0.9589333531776477,0.9585305810034936,0.14838871613164828,0.6685698466233171,1.2510349059721864,-0.0033880693924397062,-0.0033942064341089496,0.000683336256194784,-0.00470989589572085,-0.0020088936387428523,-0.015472853367333748,-0.015666512324978503,0.00974343643501349,-0.0344435022056213,0.004259775727176247
Trophic_Level_Carnivore,delta_NDVI,spring,0.4888747410229229,0.489364567785844,0.02808045381142268,0.4328120442213971,0.5440856323765577,0.7327130787577834,0.7334096596021608,0.10580319184492558,0.523140580604257,0.9355067709814219,-0.006057455894307975,-0.00604306838829527,0.0007082112846943761,-0.007466484730481024,-0.004664387447319925,-0.023719920508007506,-0.02387074817056984,0.008268994954005121,-0.040001918227413676,-0.0070109554434858445
Trophic_Level_Carnivore,mean_NDVI,spring,0.42272865245254604,0.42275702098440904,0.02204864459924419,0.37943034389404956,0.4656194231380033,0.677029632134441,0.6779776006758915,0.1090767971241717,0.4637231965945435,0.8939888866961018,-0.00558098205192784,-0.005587551804317007,0.0007579300778125945,-0.00704657717616607,-0.004088951519219011,-0.010661332820859628,-0.01058655544595595,0.006304947265177849,-0.02337814593055225,0.001383279792673912
Trophic_Level_Carnivore,tmax,spring,0.6973275912234703,0.6969045568186432,0.03237545510587008,0.6336276790510671,0.762639799757889,1.2202113514848525,1.2196729803127664,0.09746159375066128,1.030168637935549,1.4139040337037787,-0.009801992169919536,-0.009795405092344434,0.0007801363462587026,-0.01133389370303482,-0.008243009714242343,-0.02195200449165938,-0.021933691602160573,0.009904964972974327,-0.0417725899234056,-0.0023134018481543173
Trophic_Level_Carnivore,tmean,spring,0.6848792709970792,0.6851079959028763,0.030940668213180398,0.6243843782732502,0.7463950195652256,1.175781572931449,1.176186884345658,0.10035282825232754,0.9795618311727434,1.3733124958292093,-0.009279856210280468,-0.009285048637881026,0.0007959055489681783,-0.010789176388797877,-0.007722561036660333,-0.02192855781435644,-0.02192114586332431,0.009344453953516386,-0.04104398305186155,-0.00312757248211353
Trophic_Level_Carnivore,tmin,spring,0.7115730245485739,0.7117386480128385,0.03159537844141512,0.6492363528593149,0.7740766179353552,1.1771672208820578,1.177599959503877,0.10119796328817718,0.9724684107748013,1.3739470194979164,-0.009271090677608474,-0.009264648604146079,0.0007748474774578522,-0.010788708237379556,-0.007758167700948437,-0.022088879120551252,-0.022113962426984147,0.009255676467120071,-0.040113833662554936,-0.003412745404311531
Trophic_Level_Herbivore,delta_NDVI,spring,0.605556015544463,0.6054080125005296,0.022543007599976333,0.5607581945199305,0.650142551450367,0.3367963410619073,0.3361119263950187,0.1436784506195229,0.05987328497104955,0.6205560657924085,-0.005417378658420744,-0.005417352398454461,0.0006434465774882098,-0.006691369309106485,-0.004157576184047057,-0.019030713757248036,-0.018930970458960528,0.0068379135797216805,-0.032592126540234086,-0.005496094193064084
Trophic_Level_Herbivore,mean_NDVI,spring,0.5523017148241015,0.5522174681895882,0.01722201458692259,0.5177129030264198,0.586322881493923,0.27096685961999545,0.2723042901897771,0.1461459216583514,-0.020951944003303167,0.5533736649700624,-0.0066699004869439195,-0.006664917286491854,0.0006640114801366822,-0.007990348645280199,-0.005388201471402472,-0.0015875452346263612,-0.0014587068469308303,0.004962865857457557,-0.011688845941458146,0.00810615895678688
Trophic_Level_Herbivore,tmax,spring,0.8351543908564092,0.8352899854236262,0.019918867515369157,0.7953046633934167,0.8744523578581167,0.9829982488810383,0.9816092937532686,0.13930357848709943,0.71567591735679,1.252952316099754,-0.009059570669191079,-0.009061678720095293,0.0006979493327926284,-0.010393894845932982,-0.007669448596064451,-0.008453126472965611,-0.008376952384052727,0.005572749830114096,-0.019617903885387457,0.0025762445705704595
Trophic_Level_Herbivore,tmean,spring,0.8403840602620787,0.8408032511746811,0.01902399804944984,0.8021900130344328,0.8777232290534839,1.0291563435144861,1.0301589211945077,0.13857366848959754,0.758403768170028,1.3054580021392939,-0.008522340170409223,-0.008526781435764004,0.0006725523457655863,-0.009837153772870708,-0.007224851171464818,-0.012541839370416913,-0.012520229107526124,0.005442062412295407,-0.02335732504962741,-0.0014746412055684404
Trophic_Level_Herbivore,tmin,spring,0.8470194228343539,0.8472627661413257,0.016782966077730593,0.8132920641897031,0.8791139703025761,1.0077440962065822,1.0071523665650675,0.13737903330884646,0.7386034219472897,1.2821016533238958,-0.007791194937247638,-0.007792978536944721,0.0006025716876164813,-0.008963700502151783,-0.0065995082971627445,-0.01123957467887251,-0.011142054030976296,0.004857937111510852,-0.02111237786046066,-0.0016928408749702993
Trophic_Level_Omnivore,delta_NDVI,spring,0.5834167395556813,0.583624805564386,0.03353583954320631,0.5159399221019046,0.6500138250586414,0.4743823993107317,0.4738689529445094,0.15151853255670686,0.17589902744186203,0.776218436341574,-6.357457205371414e-05,-5.835659298957987e-05,0.0006589845822003456,-0.0013631074090235137,0.0012257521624276237,-0.02528534268180115,-0.025273945242578977,0.010238812128881418,-0.04556999925710167,-0.004466514021552155
Trophic_Level_Omnivore,mean_NDVI,spring,0.5203896546223115,0.5209713844281116,0.03063730568629196,0.45834567111351265,0.5808657593632889,-0.09922083466476002,-0.1001186068596194,0.15773185123123032,-0.4070882327969396,0.21765877456064586,-0.00036147160894296824,-0.00036547254430609004,0.0006325956516315999,-0.0016137607272280268,0.0009094870149536274,-0.020182024403494155,-0.02021860932089592,0.009602531271744647,-0.03955587535262444,-0.0006723433614424755
Trophic_Level_Omnivore,tmax,spring,0.8218266112346659,0.822085646655558,0.03373338103183776,0.7534436140376997,0.8888289594246287,1.1408745959161368,1.1417048061353423,0.14854600933764045,0.8539788538557701,1.4323643302184428,-0.003107485338300005,-0.003115332479519224,0.0006299159536038089,-0.004325809752607371,-0.001867831780175258,-0.023456086671111657,-0.02353144779541433,0.010249871263188019,-0.04398984341420293,-0.003131959613456863
Trophic_Level_Omnivore,tmean,spring,0.8102307979104505,0.8108819066551152,0.03281401664175644,0.7441293447282465,0.8745989992443549,0.9829053648461107,0.9836211599910165,0.14682058610638224,0.6907145025666525,1.266413736511472,-0.002558717320058776,-0.002555683402277088,0.0006003961247323909,-0.0037468240815109366,-0.0014066310168442597,-0.020749145067562168,-0.02075907248995058,0.009875038719682438,-0.040483643624822645,-0.0010296725827508633
